order_id,order_date,customer_age,product_category,order_value,discount_applied,payment_method,delivery_time_days,customer_rating,order_status
358,2024-01-22,60,Electronics,8827.14,No,Card,10,2.3,Delivered
359,2024-08-29,49,Home & Kitchen,23905.39,Yes,COD,9,1.9,Returned
360,2024-10-26,65,Home & Kitchen,2974.46,Yes,Wallet,7,4.8,Returned
361,2024-01-10,61,Electronics,18082.18,No,UPI,1,2.6,Cancelled
362,2024-10-07,35,Home & Kitchen,18982.93,Yes,Wallet,9,1.5,Cancelled
363,2024-01-18,45,Books,9886.37,Yes,Wallet,4,2.7,Cancelled
364,2024-06-10,30,Home & Kitchen,5272.74,Yes,Wallet,9,3.6,Cancelled
365,2024-06-05,25,Beauty,10864.0,Yes,Card,5,3.7,Returned
366,2024-07-26,47,Home & Kitchen,11471.07,Yes,UPI,2,1.5,Cancelled
367,2024-02-12,53,Books,2212.19,Yes,UPI,1,1.1,Delivered
368,2024-04-08,21,Fashion,5289.21,Yes,COD,6,4.6,Returned
369,2024-04-09,38,Books,6518.9,No,COD,8,3.5,Returned
370,2024-02-28,46,Sports,23409.4,Yes,Card,4,3.2,Cancelled
371,2024-04-12,61,Beauty,15590.52,Yes,Wallet,8,1.2,Cancelled
372,2024-03-25,29,Fashion,10280.52,Yes,COD,10,3.0,Returned
373,2024-05-16,50,Electronics,2985.79,No,Wallet,4,3.9,Returned
374,2024-10-29,41,Fashion,3631.36,Yes,COD,10,2.9,Cancelled
375,2024-05-04,27,Home & Kitchen,7225.72,Yes,UPI,5,1.5,Cancelled
376,2024-07-16,20,Home & Kitchen,5901.09,Yes,COD,2,3.4,Returned
377,2024-07-13,20,Sports,20002.18,No,COD,9,1.4,Returned
378,2024-07-13,55,Home & Kitchen,3648.85,Yes,Wallet,1,3.3,Returned
379,2024-02-18,27,Electronics,22820.9,No,COD,8,3.1,Cancelled
380,2024-06-23,59,Beauty,13175.47,No,Wallet,10,3.4,Delivered
381,2024-07-23,65,Sports,19502.67,No,Card,5,4.6,Cancelled
382,2024-02-02,59,Electronics,3491.98,No,Card,2,3.1,Delivered
383,2024-08-11,25,Sports,18456.38,No,Wallet,5,2.9,Returned
384,2024-07-03,45,Beauty,19025.76,Yes,Wallet,4,4.2,Returned
385,2024-07-24,56,Beauty,24386.8,Yes,COD,5,2.0,Delivered
386,2024-04-08,47,Fashion,7203.61,Yes,Wallet,3,4.8,Cancelled
387,2024-06-20,49,Books,10278.55,No,UPI,2,2.8,Returned
388,2024-02-18,20,Fashion,14266.5,No,UPI,7,4.2,Delivered
389,2024-05-03,27,Beauty,1156.98,No,COD,7,3.5,Cancelled
390,2024-11-03,51,Beauty,23313.88,Yes,COD,10,3.3,Returned
391,2024-06-23,21,Sports,18578.77,No,UPI,7,1.5,Returned
392,2024-08-24,42,Beauty,19365.24,No,Wallet,2,3.6,Delivered
393,2024-08-25,22,Sports,21971.64,No,COD,2,1.7,Returned
394,2024-04-13,45,Fashion,4479.76,Yes,Wallet,9,2.1,Delivered
395,2024-11-08,59,Books,20962.52,No,UPI,10,1.6,Delivered
396,2024-01-03,27,Books,23080.39,Yes,UPI,3,4.6,Cancelled
397,2024-03-06,65,Fashion,19697.75,No,Wallet,5,4.4,Cancelled
398,2024-11-07,42,Beauty,15124.57,Yes,UPI,4,2.2,Delivered
399,2024-02-28,37,Sports,7005.24,Yes,Wallet,8,4.2,Cancelled
400,2024-12-03,51,Sports,9143.95,No,UPI,8,3.0,Delivered
401,2024-12-08,42,Fashion,8788.43,Yes,Card,2,4.9,Delivered
402,2024-04-12,20,Sports,4509.27,Yes,Wallet,9,2.1,Cancelled
403,2024-01-19,43,Home & Kitchen,23039.25,No,UPI,9,1.1,Returned
404,2024-12-16,35,Sports,15424.84,No,UPI,7,2.9,Delivered
405,2024-09-23,64,Books,11469.49,Yes,Card,5,1.2,Delivered
406,2024-06-07,25,Fashion,15196.99,Yes,UPI,5,2.4,Cancelled
407,2024-12-27,53,Sports,24512.11,Yes,UPI,2,2.1,Delivered
408,2024-01-01,22,Electronics,7225.69,Yes,COD,4,1.7,Returned
409,2024-04-10,60,Home & Kitchen,21575.65,No,Card,9,1.5,Delivered
410,2024-11-06,18,Home & Kitchen,23159.51,Yes,Wallet,4,2.7,Cancelled
411,2024-10-18,23,Electronics,6565.07,No,COD,7,2.4,Delivered
412,2024-01-20,63,Sports,23736.9,No,Wallet,9,4.5,Returned
413,2024-11-07,30,Beauty,6937.44,Yes,UPI,2,1.0,Returned
414,2024-01-03,52,Sports,9008.79,Yes,UPI,9,1.8,Delivered
415,2024-05-21,42,Sports,18156.95,No,UPI,4,3.0,Cancelled
416,2024-06-17,51,Books,4864.92,No,Wallet,7,4.4,Delivered
417,2024-12-06,49,Beauty,13368.96,Yes,Wallet,10,3.3,Returned
418,2024-10-11,43,Beauty,20443.59,Yes,COD,2,1.9,Returned
419,2024-11-08,56,Books,22989.6,No,UPI,9,1.6,Delivered
420,2024-01-03,59,Fashion,15613.32,Yes,Wallet,4,3.9,Delivered
421,2024-04-15,45,Books,1044.37,Yes,Card,4,1.0,Cancelled
422,2024-08-04,22,Sports,4098.11,No,UPI,7,1.0,Returned
423,2024-03-13,54,Fashion,3994.52,Yes,COD,10,4.1,Delivered
424,2024-01-28,26,Beauty,6361.7,No,COD,7,3.0,Delivered
425,2024-03-03,22,Fashion,12205.58,Yes,UPI,9,1.5,Returned
426,2024-09-27,22,Sports,21166.37,Yes,UPI,3,4.2,Returned
427,2024-02-21,64,Electronics,7878.2,Yes,Wallet,4,4.4,Delivered
428,2024-02-22,18,Sports,18249.99,No,UPI,2,2.6,Returned
429,2024-03-05,61,Home & Kitchen,13192.44,No,Card,6,3.2,Cancelled
430,2024-08-19,43,Beauty,16343.29,No,UPI,1,2.4,Cancelled
431,2024-12-13,55,Home & Kitchen,14550.48,Yes,Card,7,3.0,Returned
432,2024-03-03,19,Electronics,8206.17,Yes,UPI,9,2.3,Returned
433,2024-07-17,19,Sports,24034.63,No,Card,8,4.3,Returned
434,2024-06-01,20,Sports,12243.39,No,COD,4,1.7,Returned
435,2024-05-07,48,Sports,8454.15,No,UPI,3,2.9,Cancelled
436,2024-01-07,57,Sports,2387.2,No,Wallet,9,4.4,Returned
437,2024-10-06,33,Sports,24576.55,No,COD,7,3.5,Delivered
438,2024-06-14,43,Books,7947.37,No,Wallet,5,3.6,Delivered
439,2024-05-30,38,Home & Kitchen,9733.28,Yes,COD,5,1.7,Cancelled
440,2024-04-13,23,Fashion,18751.09,Yes,Wallet,10,2.9,Cancelled
441,2024-06-12,18,Books,20355.04,Yes,COD,8,4.2,Returned
442,2024-11-08,46,Home & Kitchen,2850.77,Yes,UPI,7,2.6,Cancelled
443,2024-07-25,19,Fashion,18854.47,No,COD,5,4.8,Returned
444,2024-06-26,33,Electronics,6985.4,Yes,COD,1,2.9,Delivered
445,2024-12-19,36,Electronics,13712.85,Yes,Card,5,4.5,Cancelled
446,2024-10-01,41,Fashion,18651.13,No,Card,7,1.1,Returned
447,2024-07-20,26,Sports,18120.37,No,Wallet,5,4.2,Returned
448,2024-03-13,61,Fashion,11919.88,No,UPI,5,3.5,Returned
449,2024-12-14,52,Sports,3083.43,No,Wallet,3,1.1,Cancelled
450,2024-08-01,50,Home & Kitchen,13767.31,No,UPI,1,2.8,Cancelled
451,2024-07-29,44,Beauty,8604.85,Yes,Card,6,2.5,Cancelled
452,2024-06-30,27,Fashion,24178.83,Yes,UPI,5,3.1,Returned
453,2024-09-05,59,Books,10199.49,Yes,UPI,3,1.3,Delivered
454,2024-10-27,37,Books,14538.36,No,Card,3,4.7,Delivered
455,2024-12-15,41,Books,7282.32,No,Wallet,4,2.6,Cancelled
456,2024-03-31,48,Sports,6259.27,No,COD,9,3.3,Cancelled
457,2024-09-14,48,Electronics,20383.08,Yes,Card,2,1.9,Returned
458,2024-06-14,21,Home & Kitchen,16680.44,No,COD,7,4.8,Returned
459,2024-07-23,43,Fashion,12595.23,No,Card,2,2.1,Delivered
460,2024-01-06,49,Sports,3475.21,Yes,COD,1,3.8,Delivered
461,2024-05-04,27,Home & Kitchen,11730.06,No,COD,6,3.7,Delivered
462,2024-05-25,26,Beauty,14010.38,Yes,Card,10,1.9,Returned
463,2024-07-11,65,Fashion,10711.75,No,UPI,5,1.6,Delivered
464,2024-08-05,35,Fashion,18420.24,Yes,Card,7,3.7,Cancelled
465,2024-11-27,34,Books,23388.41,Yes,COD,2,2.2,Returned
466,2024-07-06,50,Beauty,22882.78,Yes,Card,9,2.4,Cancelled
467,2024-07-08,22,Books,22667.54,No,Wallet,2,4.1,Returned
468,2024-04-05,59,Electronics,13853.98,Yes,UPI,1,4.2,Returned
469,2024-01-10,55,Sports,12237.03,Yes,Wallet,4,3.8,Returned
470,2024-10-27,24,Books,458.76,Yes,Card,6,1.7,Delivered
471,2024-12-05,56,Beauty,5843.91,No,COD,10,3.0,Delivered
472,2024-03-30,34,Books,14637.04,No,Card,2,3.9,Cancelled
473,2024-01-22,57,Electronics,14074.84,No,COD,1,4.4,Delivered
474,2024-08-11,28,Books,1985.23,No,UPI,6,2.4,Returned
475,2024-12-10,49,Home & Kitchen,8453.13,Yes,UPI,7,2.3,Delivered
476,2024-03-05,62,Books,6524.58,No,Card,10,2.5,Delivered
477,2024-08-02,20,Books,4225.75,Yes,UPI,9,3.6,Returned
478,2024-02-05,22,Beauty,348.3,Yes,UPI,3,2.3,Delivered
479,2024-10-27,64,Electronics,9778.77,Yes,COD,4,3.5,Delivered
480,2024-07-21,23,Fashion,3051.52,No,COD,1,1.9,Returned
481,2024-11-03,47,Beauty,14625.79,Yes,Wallet,4,1.3,Cancelled
482,2024-02-18,64,Books,7421.84,No,UPI,4,4.8,Returned
483,2024-01-20,33,Home & Kitchen,5981.53,No,Wallet,2,4.4,Returned
484,2024-08-17,31,Books,14179.63,No,Wallet,8,2.1,Returned
485,2024-09-23,29,Sports,20221.04,No,Wallet,7,4.8,Cancelled
486,2024-04-29,32,Sports,10425.5,Yes,Card,9,3.4,Delivered
487,2024-10-24,41,Beauty,17038.14,No,UPI,4,1.4,Cancelled
488,2024-05-15,56,Home & Kitchen,8291.77,Yes,COD,2,2.2,Cancelled
489,2024-06-15,21,Books,11550.66,No,Wallet,7,3.5,Delivered
490,2024-12-30,43,Fashion,15148.29,No,COD,9,4.9,Returned
491,2024-07-15,20,Fashion,15717.1,Yes,UPI,9,2.2,Returned
492,2024-10-12,40,Books,23418.22,No,Wallet,7,3.0,Returned
493,2024-11-08,45,Sports,15295.63,No,UPI,8,3.4,Cancelled
494,2024-12-09,44,Fashion,13352.39,Yes,UPI,3,1.2,Cancelled
495,2024-05-13,52,Home & Kitchen,12060.08,Yes,Card,2,2.3,Returned
496,2024-02-05,24,Electronics,19154.37,Yes,Card,3,2.0,Cancelled
497,2024-10-19,55,Sports,2744.18,Yes,UPI,4,1.8,Delivered
498,2024-05-10,21,Sports,19896.63,No,Card,2,1.6,Cancelled
499,2024-02-26,37,Electronics,20648.27,No,Wallet,1,3.8,Cancelled
500,2024-07-10,44,Home & Kitchen,22688.84,No,Wallet,7,2.4,Returned
501,2024-05-04,59,Sports,5732.47,Yes,Wallet,2,3.2,Cancelled
502,2024-11-20,32,Electronics,6509.01,Yes,UPI,2,3.7,Delivered
503,2024-05-03,32,Sports,9773.93,Yes,COD,2,3.1,Delivered
504,2024-05-04,48,Fashion,22842.59,Yes,Card,2,3.2,Delivered
505,2024-03-19,61,Sports,8651.38,No,UPI,2,2.2,Cancelled
506,2024-03-28,36,Home & Kitchen,23461.47,No,UPI,7,3.3,Cancelled
507,2024-03-16,54,Electronics,6849.73,No,COD,8,1.0,Delivered
508,2024-11-13,22,Home & Kitchen,19261.67,Yes,COD,7,2.7,Cancelled
509,2024-09-24,32,Sports,12177.37,No,UPI,4,3.7,Delivered
510,2024-06-10,33,Home & Kitchen,16344.51,No,COD,9,4.2,Cancelled
511,2024-01-02,39,Home & Kitchen,11289.71,No,UPI,8,1.7,Delivered
512,2024-06-13,35,Home & Kitchen,14463.15,Yes,COD,4,4.6,Cancelled
513,2024-09-09,19,Home & Kitchen,6472.58,Yes,UPI,9,4.2,Returned
514,2024-08-21,51,Books,22050.0,No,COD,2,1.6,Cancelled
515,2024-11-21,53,Sports,10018.48,No,UPI,4,2.7,Cancelled
516,2024-12-11,27,Sports,22346.39,No,Card,5,1.4,Delivered
517,2024-12-05,36,Books,16123.8,Yes,Card,1,2.4,Delivered
518,2024-02-18,25,Beauty,14103.3,Yes,COD,6,3.7,Cancelled
519,2024-11-16,49,Home & Kitchen,23292.95,No,Card,10,2.0,Returned
520,2024-12-15,46,Home & Kitchen,16276.32,No,Wallet,2,3.0,Returned
521,2024-01-08,20,Electronics,16309.2,Yes,COD,8,2.2,Returned
522,2024-06-16,47,Home & Kitchen,21100.81,No,Wallet,3,4.2,Cancelled
523,2024-04-17,41,Electronics,13956.3,Yes,COD,8,4.3,Cancelled
524,2024-06-26,20,Books,12390.8,No,Card,10,2.6,Cancelled
525,2024-07-05,34,Beauty,16077.6,No,UPI,9,3.9,Cancelled
526,2024-10-27,23,Fashion,12708.74,No,COD,6,1.7,Returned
527,2024-11-24,47,Home & Kitchen,2680.76,Yes,UPI,2,4.5,Cancelled
528,2024-02-12,50,Beauty,11334.47,No,Card,7,4.2,Delivered
529,2024-02-18,49,Beauty,14694.8,No,Card,3,1.0,Returned
530,2024-07-21,41,Home & Kitchen,14297.92,No,Card,1,4.8,Returned
531,2024-03-31,22,Fashion,4937.68,Yes,Wallet,1,1.1,Returned
532,2024-04-07,49,Books,7042.38,Yes,UPI,2,1.7,Returned
533,2024-08-20,51,Electronics,11877.37,Yes,UPI,5,2.9,Returned
534,2024-09-16,55,Sports,24022.47,No,Card,2,3.2,Cancelled
535,2024-01-12,55,Sports,19440.76,No,Card,4,2.8,Cancelled
536,2024-04-27,26,Sports,15861.83,No,Wallet,2,2.3,Delivered
537,2024-02-25,47,Home & Kitchen,15768.76,Yes,Card,10,3.5,Cancelled
538,2024-07-13,31,Electronics,6170.11,Yes,Card,3,4.6,Delivered
539,2024-02-07,53,Beauty,6693.66,Yes,Wallet,7,2.2,Cancelled
540,2024-11-13,43,Fashion,2699.6,No,UPI,8,1.2,Delivered
541,2024-07-14,55,Fashion,10196.53,No,Wallet,4,2.5,Returned
542,2024-01-29,61,Books,11588.38,Yes,COD,5,3.4,Cancelled
543,2024-08-25,56,Electronics,2748.74,No,UPI,8,2.9,Delivered
544,2024-02-29,50,Sports,2171.19,No,Wallet,10,1.5,Returned
545,2024-07-18,60,Electronics,5277.03,Yes,COD,6,1.2,Cancelled
546,2024-08-13,60,Books,14283.72,Yes,Wallet,7,1.0,Returned
547,2024-03-20,38,Electronics,21824.22,No,Wallet,3,1.8,Returned
548,2024-04-17,32,Electronics,20589.66,Yes,Card,10,2.3,Returned
549,2024-11-16,47,Electronics,10106.35,Yes,Wallet,7,4.8,Returned
550,2024-11-01,62,Sports,22876.99,Yes,Wallet,2,4.2,Cancelled
551,2024-06-04,33,Books,21599.62,Yes,Wallet,8,2.8,Delivered
552,2024-08-31,28,Fashion,12784.31,No,COD,6,1.5,Cancelled
553,2024-12-09,64,Sports,18265.56,Yes,UPI,1,3.0,Returned
554,2024-09-19,44,Fashion,16182.67,Yes,Wallet,7,1.8,Returned
555,2024-06-10,58,Beauty,15672.89,No,UPI,4,1.3,Delivered
556,2024-06-20,34,Electronics,17723.79,Yes,UPI,10,1.3,Returned
557,2024-03-22,34,Sports,14272.56,No,Wallet,1,3.2,Delivered
558,2024-11-03,59,Beauty,11332.58,No,UPI,10,1.6,Delivered
559,2024-10-31,48,Sports,9244.86,No,Card,10,4.1,Delivered
560,2024-12-27,28,Books,16437.49,Yes,UPI,10,2.3,Returned
561,2024-07-09,52,Sports,21113.74,Yes,Wallet,5,3.9,Returned
562,2024-04-05,51,Fashion,18263.4,Yes,Card,5,3.6,Returned
563,2024-08-06,50,Books,7381.34,No,UPI,4,2.5,Returned
564,2024-07-04,26,Home & Kitchen,19659.89,Yes,UPI,1,2.9,Returned
565,2024-04-21,55,Beauty,9254.5,No,UPI,1,2.3,Cancelled
566,2024-01-14,41,Sports,4295.32,No,COD,4,2.3,Delivered
567,2024-05-30,29,Home & Kitchen,12791.31,No,Wallet,5,2.1,Delivered
568,2024-05-28,57,Home & Kitchen,9983.95,Yes,Card,5,2.9,Cancelled
569,2024-08-29,65,Home & Kitchen,3703.65,No,Wallet,10,4.0,Cancelled
570,2024-07-25,21,Books,5357.96,Yes,Wallet,7,2.4,Returned
571,2024-11-11,37,Beauty,10191.69,Yes,UPI,2,4.1,Delivered
572,2024-12-25,65,Sports,13084.4,No,COD,2,1.0,Delivered
573,2024-01-26,19,Electronics,14414.3,Yes,UPI,6,3.8,Cancelled
574,2024-02-02,28,Fashion,18539.51,Yes,Wallet,5,3.1,Delivered
575,2024-01-11,26,Home & Kitchen,5512.04,No,Wallet,6,2.9,Cancelled
576,2024-01-01,46,Books,24564.76,No,UPI,7,3.1,Delivered
577,2024-06-17,51,Home & Kitchen,2635.34,No,Wallet,10,4.1,Delivered
578,2024-05-26,41,Home & Kitchen,7386.15,Yes,Card,5,1.9,Cancelled
579,2024-01-23,28,Books,23397.59,Yes,COD,7,3.6,Cancelled
580,2024-05-18,28,Beauty,18720.06,Yes,UPI,4,2.4,Delivered
581,2024-10-28,23,Electronics,16206.7,Yes,UPI,4,4.9,Delivered
582,2024-01-21,33,Sports,6823.34,No,Card,4,2.7,Cancelled
583,2024-07-25,47,Beauty,24894.01,Yes,Wallet,9,3.5,Cancelled
584,2024-06-17,63,Fashion,24856.8,No,Card,7,1.6,Delivered
585,2024-09-15,27,Beauty,15215.76,No,COD,6,1.8,Cancelled
586,2024-05-25,56,Beauty,13742.66,No,Card,4,4.2,Returned
587,2024-02-12,26,Electronics,19706.39,No,COD,7,4.3,Cancelled
588,2024-03-15,57,Electronics,3090.42,No,Wallet,9,2.2,Returned
589,2024-06-23,21,Beauty,11985.05,Yes,COD,8,4.0,Cancelled
590,2024-08-20,37,Books,22353.7,No,Card,3,4.2,Cancelled
591,2024-06-09,38,Sports,8584.72,Yes,UPI,3,3.3,Cancelled
592,2024-05-04,33,Books,5913.95,No,Wallet,3,1.4,Delivered
593,2024-04-02,48,Sports,19399.95,No,Card,6,3.6,Cancelled
594,2024-11-21,50,Sports,16704.02,Yes,Card,7,1.1,Cancelled
595,2024-09-20,36,Electronics,6982.4,No,UPI,7,2.6,Delivered
596,2024-03-06,47,Electronics,9352.49,No,COD,7,1.7,Returned
597,2024-07-25,64,Home & Kitchen,18666.56,No,Card,9,4.1,Cancelled
598,2024-02-02,34,Beauty,21082.74,Yes,COD,9,4.6,Delivered
599,2024-08-07,38,Beauty,1848.89,Yes,COD,2,2.0,Delivered
600,2024-03-20,61,Books,17129.86,Yes,Card,7,1.1,Cancelled
601,2024-03-24,48,Electronics,19756.2,No,UPI,1,3.2,Cancelled
602,2024-05-08,20,Beauty,3188.65,Yes,COD,9,4.0,Returned
603,2024-07-20,27,Electronics,3720.01,No,UPI,6,1.9,Cancelled
604,2024-01-10,37,Beauty,14579.16,No,Card,5,2.5,Delivered
605,2024-03-25,56,Books,19105.16,Yes,Wallet,9,3.5,Delivered
606,2024-11-18,41,Electronics,23889.22,Yes,Wallet,9,4.3,Cancelled
607,2024-01-08,34,Books,23920.72,No,Wallet,1,1.9,Returned
608,2024-12-04,63,Sports,12955.8,No,UPI,7,2.8,Returned
609,2024-09-29,56,Sports,13921.93,No,UPI,3,2.7,Delivered
610,2024-09-29,35,Sports,15392.43,No,UPI,6,3.9,Cancelled
611,2024-04-30,38,Fashion,1577.7,Yes,Card,5,4.7,Cancelled
612,2024-09-16,30,Electronics,24361.91,No,Wallet,7,3.6,Cancelled
613,2024-10-27,54,Fashion,21746.97,No,UPI,5,3.6,Delivered
614,2024-07-05,42,Home & Kitchen,23025.54,No,Card,5,4.4,Returned
615,2024-07-24,43,Fashion,10245.34,No,UPI,4,2.0,Cancelled
616,2024-12-16,42,Books,2532.5,No,UPI,6,1.8,Delivered
617,2024-02-27,46,Books,7466.1,No,UPI,10,1.4,Delivered
618,2024-06-10,28,Electronics,21916.57,No,UPI,2,3.4,Delivered
619,2024-06-15,22,Sports,4912.75,Yes,UPI,2,3.9,Cancelled
620,2024-07-24,36,Sports,24027.45,No,Card,7,2.2,Cancelled
621,2024-01-20,21,Home & Kitchen,9258.21,Yes,Card,8,4.9,Delivered
622,2024-03-22,61,Electronics,744.2,Yes,UPI,1,2.9,Delivered
623,2024-01-31,50,Fashion,14584.84,Yes,Wallet,6,2.8,Returned
624,2024-12-17,26,Home & Kitchen,13302.4,Yes,Card,10,3.8,Delivered
625,2024-08-14,51,Home & Kitchen,8951.47,Yes,Wallet,2,4.9,Cancelled
626,2024-12-28,20,Home & Kitchen,22176.5,Yes,COD,1,4.3,Delivered
627,2024-05-31,39,Fashion,21747.28,Yes,UPI,1,4.3,Returned
628,2024-12-24,27,Electronics,16779.34,Yes,COD,4,4.9,Delivered
629,2024-05-08,47,Sports,15907.82,No,Wallet,2,1.2,Delivered
630,2024-12-02,58,Fashion,14858.38,No,Card,9,1.3,Returned
631,2024-02-28,61,Books,11820.06,Yes,COD,7,1.1,Cancelled
632,2024-08-06,52,Home & Kitchen,18558.35,Yes,COD,2,1.9,Delivered
633,2024-11-15,50,Books,15200.3,Yes,COD,9,1.7,Returned
634,2024-06-20,46,Electronics,5794.43,Yes,Wallet,4,4.3,Returned
635,2024-06-15,58,Home & Kitchen,23485.35,Yes,COD,9,4.1,Returned
636,2024-12-15,24,Electronics,17202.84,No,UPI,2,3.0,Returned
637,2024-01-08,33,Books,3853.96,No,UPI,8,3.7,Delivered
638,2024-02-22,52,Fashion,12018.69,Yes,Card,6,1.3,Delivered
639,2024-03-08,27,Sports,14100.18,No,COD,7,3.0,Cancelled
640,2024-02-08,61,Sports,7256.34,No,UPI,10,2.8,Delivered
641,2024-05-12,28,Fashion,22179.9,No,Wallet,6,3.6,Returned
642,2024-04-06,21,Books,11306.42,No,Card,2,1.5,Cancelled
643,2024-07-04,64,Sports,4476.4,Yes,Wallet,6,3.9,Cancelled
644,2024-05-28,20,Beauty,21300.39,Yes,Card,1,1.9,Delivered
645,2024-12-07,62,Home & Kitchen,24173.69,Yes,Card,6,1.8,Cancelled
646,2024-08-27,44,Electronics,12699.35,Yes,UPI,2,3.3,Delivered
647,2024-07-14,41,Home & Kitchen,3069.88,Yes,UPI,2,2.5,Returned
648,2024-06-30,48,Fashion,4827.32,Yes,UPI,3,4.6,Returned
649,2024-03-22,64,Sports,1605.3,No,UPI,7,3.7,Cancelled
650,2024-11-21,48,Electronics,3029.35,No,COD,5,3.8,Delivered
651,2024-06-26,39,Sports,4468.82,Yes,Wallet,1,4.6,Returned
652,2024-04-28,20,Electronics,3874.23,Yes,Card,7,2.5,Delivered
653,2024-01-06,27,Home & Kitchen,22162.37,No,Wallet,7,1.9,Returned
654,2024-03-21,56,Sports,10942.73,Yes,UPI,8,3.5,Returned
655,2024-10-17,22,Home & Kitchen,17454.9,Yes,Wallet,2,2.3,Delivered
656,2024-12-13,32,Sports,7652.03,Yes,COD,1,3.0,Delivered
657,2024-06-23,62,Home & Kitchen,8479.93,Yes,UPI,1,4.0,Cancelled
658,2024-03-11,18,Home & Kitchen,19513.08,No,UPI,1,3.4,Cancelled
659,2024-10-30,44,Home & Kitchen,22129.17,No,COD,1,1.2,Cancelled
660,2024-05-22,54,Sports,23335.49,Yes,Card,9,3.0,Delivered
661,2024-02-20,33,Fashion,12717.02,Yes,Wallet,7,4.2,Delivered
662,2024-03-18,59,Sports,8900.53,No,Card,2,2.6,Returned
663,2024-02-01,24,Electronics,12117.09,No,Wallet,10,4.5,Delivered
664,2024-04-23,34,Fashion,1806.38,No,COD,8,4.9,Delivered
665,2024-04-18,30,Beauty,2810.34,Yes,COD,1,2.7,Returned
666,2024-08-27,54,Home & Kitchen,16008.55,Yes,UPI,5,1.5,Cancelled
667,2024-04-23,32,Beauty,5011.86,No,Wallet,1,1.5,Cancelled
668,2024-12-14,47,Sports,6359.36,No,UPI,7,1.5,Returned
669,2024-05-31,24,Home & Kitchen,8720.24,Yes,Card,10,3.6,Delivered
670,2024-04-12,34,Electronics,13145.33,Yes,Wallet,7,2.8,Returned
671,2024-10-19,50,Beauty,23199.63,No,Card,6,1.3,Delivered
672,2024-03-03,26,Fashion,21400.22,Yes,COD,3,4.5,Cancelled
673,2024-06-07,32,Sports,22616.43,Yes,COD,3,2.0,Returned
674,2024-06-29,33,Home & Kitchen,16137.81,Yes,UPI,8,1.7,Delivered
675,2024-01-23,33,Electronics,2429.08,Yes,UPI,2,4.3,Returned
676,2024-05-04,43,Books,22803.44,No,Wallet,3,2.2,Returned
677,2024-08-17,18,Electronics,10431.06,Yes,COD,8,4.3,Cancelled
678,2024-03-11,61,Sports,6885.84,No,UPI,1,2.5,Delivered
679,2024-01-14,30,Books,22452.52,No,COD,5,2.3,Returned
680,2024-11-01,38,Electronics,15525.99,No,COD,4,1.7,Returned
681,2024-07-14,49,Home & Kitchen,24242.18,Yes,COD,5,2.0,Cancelled
682,2024-09-12,32,Home & Kitchen,8124.97,Yes,UPI,4,1.6,Cancelled
683,2024-10-07,62,Beauty,22276.05,Yes,UPI,2,4.7,Cancelled
684,2024-05-14,65,Fashion,4176.14,Yes,Wallet,9,3.8,Cancelled
685,2024-12-07,25,Fashion,23146.11,Yes,Card,7,1.8,Delivered
686,2024-08-07,48,Home & Kitchen,24256.07,Yes,UPI,9,2.6,Delivered
687,2024-11-22,56,Electronics,8381.0,No,Wallet,9,1.8,Cancelled
688,2024-03-28,22,Fashion,14890.99,No,UPI,4,3.1,Cancelled
689,2024-02-25,32,Fashion,4753.8,No,Card,4,4.1,Cancelled
690,2024-09-01,36,Sports,10719.34,No,UPI,6,4.3,Delivered
691,2024-11-18,56,Books,15292.96,No,Card,7,3.8,Returned
692,2024-10-12,53,Sports,6157.2,No,COD,7,3.1,Delivered
693,2024-10-14,37,Books,2973.09,Yes,Wallet,5,2.9,Cancelled
694,2024-08-24,41,Sports,18965.07,No,UPI,5,1.1,Cancelled
695,2024-02-23,19,Books,12720.12,Yes,Wallet,5,2.3,Cancelled
696,2024-03-06,64,Sports,17926.79,Yes,Card,6,1.7,Returned
697,2024-08-28,18,Beauty,3738.12,Yes,Card,2,3.9,Returned
698,2024-10-28,20,Fashion,4921.0,No,Wallet,4,2.1,Returned
699,2024-12-18,38,Sports,17496.22,No,Wallet,8,3.2,Cancelled
700,2024-07-27,46,Sports,4348.49,No,Card,2,2.0,Returned
701,2024-08-29,59,Sports,1627.34,No,UPI,7,2.3,Delivered
702,2024-11-07,23,Electronics,2430.71,Yes,Card,5,5.0,Delivered
703,2024-05-17,54,Fashion,5859.59,Yes,Card,8,1.4,Returned
704,2024-03-08,58,Home & Kitchen,3681.13,No,UPI,1,3.6,Delivered
705,2024-09-09,48,Beauty,19782.33,Yes,Card,5,1.8,Returned
706,2024-12-01,64,Beauty,17994.29,No,Wallet,5,2.7,Delivered
707,2024-06-13,39,Home & Kitchen,15848.12,No,COD,7,2.0,Cancelled
708,2024-04-27,40,Electronics,10047.58,Yes,UPI,9,2.1,Returned
709,2024-11-21,50,Beauty,14477.84,Yes,UPI,5,1.6,Returned
710,2024-05-15,59,Beauty,8807.03,No,Wallet,2,1.2,Returned
711,2024-01-14,45,Fashion,11872.62,No,UPI,1,1.3,Returned
712,2024-10-10,55,Electronics,23698.71,No,Wallet,6,1.7,Returned
713,2024-09-05,33,Electronics,21376.35,Yes,Wallet,10,3.8,Delivered
714,2024-03-25,57,Electronics,8219.87,Yes,Wallet,8,3.9,Returned
